date ,Region,price
01/03/2011,West Midlands,2.5508
01/03/2011,Yorkshire & Humber,2.5895
01/04/2011,East Anglia,2.9033
01/04/2011,East Midlands,2.6733
01/04/2011,London,2.8403
01/04/2011,North,2.4987
01/04/2011,North West,2.2796
01/04/2011,Northern Ireland,2.8409
01/04/2011,Scotland,2.6826
01/04/2011,South East,2.9427
01/04/2011,South West,2.8398
01/04/2011,Wales,2.4850
01/04/2011,West Midlands,2.5745
01/04/2011,Yorkshire & Humber,2.6435
01/05/2011,East Anglia,2.8996
01/05/2011,East Midlands,2.6862
01/05/2011,London,2.8593
01/05/2011,North,2.4918
01/05/2011,North West,2.3102
01/05/2011,Northern Ireland,2.8917
01/05/2011,Scotland,2.6977
01/05/2011,South East,2.9407
01/05/2011,South West,2.8522
01/05/2011,Wales,2.5017
01/05/2011,West Midlands,2.5379
01/05/2011,Yorkshire & Humber,2.6204
01/06/2011,East Anglia,2.8956
01/06/2011,East Midlands,2.6585
01/06/2011,London,2.8682
01/06/2011,North,2.4987
01/06/2011,North West,2.3035
01/06/2011,Northern Ireland,2.8917
01/06/2011,Scotland,2.7000
01/06/2011,South East,2.9472
01/06/2011,South West,2.8715
01/06/2011,Wales,2.4892
01/06/2011,West Midlands,2.5749
01/06/2011,Yorkshire & Humber,2.6181
01/07/2011,East Anglia,2.8933
01/07/2011,East Midlands,2.6532
01/07/2011,London,2.8675
01/07/2011,North,2.4987
01/07/2011,North West,2.3207
01/07/2011,Northern Ireland,2.8636
01/07/2011,Scotland,2.7012
01/07/2011,South East,2.9431
01/07/2011,South West,2.8621
01/07/2011,Wales,2.4933
01/07/2011,West Midlands,2.6303
01/07/2011,Yorkshire & Humber,2.6349
01/08/2011,East Anglia,2.9110
01/08/2011,East Midlands,2.6431
01/08/2011,London,2.9003
01/08/2011,North,2.4571
01/08/2011,North West,2.3365
01/08/2011,Northern Ireland,2.9500
01/08/2011,Scotland,2.7274
01/08/2011,South East,2.9466
01/08/2011,South West,2.8162
01/08/2011,Wales,2.5079
01/08/2011,West Midlands,2.5933
01/08/2011,Yorkshire & Humber,2.6466
01/09/2011,East Anglia,2.9116
01/09/2011,East Midlands,2.6471
01/09/2011,London,2.8966
01/09/2011,North,2.4574
01/09/2011,North West,2.3423
01/09/2011,Northern Ireland,2.9636
01/09/2011,Scotland,2.6940
01/09/2011,South East,2.9493
01/09/2011,South West,2.8532
01/09/2011,Wales,2.5079
01/09/2011,West Midlands,2.6258
01/09/2011,Yorkshire & Humber,2.6402
01/10/2011,East Anglia,2.9037
01/10/2011,East Midlands,2.6486
01/10/2011,London,2.8920
01/10/2011,North,2.4770
01/10/2011,North West,2.3350
01/10/2011,Northern Ireland,2.8636
01/10/2011,Scotland,2.7145
01/10/2011,South East,2.9616
01/10/2011,South West,2.8523
01/10/2011,Wales,2.5009
01/10/2011,West Midlands,2.6397
01/10/2011,Yorkshire & Humber,2.6517
01/11/2011,East Anglia,2.9377
01/11/2011,East Midlands,2.6695
01/11/2011,London,2.8995
01/11/2011,North,2.4750
01/11/2011,North West,2.3258
01/11/2011,Northern Ireland,2.8833
01/11/2011,Scotland,2.7378
01/11/2011,South East,2.9568
01/11/2011,South West,2.8256
01/11/2011,Wales,2.5175
01/11/2011,West Midlands,2.6372
01/11/2011,Yorkshire & Humber,2.6662
01/12/2011,East Anglia,2.9276
01/12/2011,East Midlands,2.6726
01/12/2011,London,2.9148
01/12/2011,North,2.4833
01/12/2011,North West,2.3250
01/12/2011,Northern Ireland,2.8500
01/12/2011,Scotland,2.7713
01/12/2011,South East,2.9630
01/12/2011,South West,2.8667
01/12/2011,Wales,2.5238
01/12/2011,West Midlands,2.6202
01/12/2011,Yorkshire & Humber,2.6857
01/01/2012,East Anglia,2.9296
01/01/2012,East Midlands,2.6884
01/01/2012,London,2.9272
01/01/2012,North,2.4875
01/01/2012,North West,2.3267
01/01/2012,Northern Ireland,2.8833
01/01/2012,Scotland,2.7568
01/01/2012,South East,2.9662
01/01/2012,South West,2.8475
01/01/2012,Wales,2.5092
01/01/2012,West Midlands,2.6263
01/01/2012,Yorkshire & Humber,2.6506
01/02/2012,East Anglia,2.9390
01/02/2012,East Midlands,2.7637
01/02/2012,London,2.9123
01/02/2012,North,2.5568
01/02/2012,North West,2.3591
01/02/2012,Northern Ireland,2.8409
01/02/2012,Scotland,2.6797
01/02/2012,South East,2.9769
01/02/2012,South West,2.8955
01/02/2012,Wales,2.6013
01/02/2012,West Midlands,2.5834
01/02/2012,Yorkshire & Humber,2.6522
01/03/2012,East Anglia,2.9694
01/03/2012,East Midlands,2.7669
01/03/2012,London,2.9126
01/03/2012,North,2.5859
01/03/2012,North West,2.3828
01/03/2012,Northern Ireland,2.8625
01/03/2012,Scotland,2.7236
01/03/2012,South East,2.9797
01/03/2012,South West,2.9089
01/03/2012,Wales,2.6242
01/03/2012,West Midlands,2.6287
01/03/2012,Yorkshire & Humber,2.7076
01/04/2012,East Anglia,3.0046
01/04/2012,East Midlands,2.7956
01/04/2012,London,2.9319
01/04/2012,North,2.6275
01/04/2012,North West,2.3709
01/04/2012,Northern Ireland,2.8692
01/04/2012,Scotland,2.7340
01/04/2012,South East,3.0104
01/04/2012,South West,2.9484
01/04/2012,Wales,2.6773
01/04/2012,West Midlands,2.6582
01/04/2012,Yorkshire & Humber,2.7215
01/05/2012,East Anglia,3.0047
01/05/2012,East Midlands,2.7989
01/05/2012,London,2.9836
01/05/2012,North,2.5950
01/05/2012,North West,2.3735
01/05/2012,Northern Ireland,2.9362
01/05/2012,Scotland,2.7141
01/05/2012,South East,3.0285
01/05/2012,South West,2.9507
01/05/2012,Wales,2.6577
01/05/2012,West Midlands,2.6333
01/05/2012,Yorkshire & Humber,2.7627
01/06/2012,East Anglia,2.9884
01/06/2012,East Midlands,2.8106
01/06/2012,London,3.0116
01/06/2012,North,2.6257
01/06/2012,North West,2.3975
01/06/2012,Northern Ireland,2.9246
01/06/2012,Scotland,2.7167
01/06/2012,South East,3.0228
01/06/2012,South West,2.9929
01/06/2012,Wales,2.6617
01/06/2012,West Midlands,2.6344
01/06/2012,Yorkshire & Humber,2.7307
01/07/2012,East Anglia,2.9867
01/07/2012,East Midlands,2.8260
01/07/2012,London,2.9740
01/07/2012,North,2.6245
01/07/2012,North West,2.3939
01/07/2012,Northern Ireland,2.9246
01/07/2012,Scotland,2.7098
01/07/2012,South East,3.0308
01/07/2012,South West,3.0050
01/07/2012,Wales,2.6821
01/07/2012,West Midlands,2.6433
01/07/2012,Yorkshire & Humber,2.7446
01/08/2012,East Anglia,2.9925
01/08/2012,East Midlands,2.8350
01/08/2012,London,2.9680
01/08/2012,North,2.6448
01/08/2012,North West,2.4036
01/08/2012,Northern Ireland,2.9246
01/08/2012,Scotland,2.6957
01/08/2012,South East,3.0326
01/08/2012,South West,3.0093
01/08/2012,Wales,2.6813
01/08/2012,West Midlands,2.6472
01/08/2012,Yorkshire & Humber,2.7543
01/09/2012,East Anglia,3.0043
01/09/2012,East Midlands,2.8385
01/09/2012,London,2.9675
01/09/2012,North,2.6359
01/09/2012,North West,2.3823
01/09/2012,Northern Ireland,2.9246
01/09/2012,Scotland,2.7121
01/09/2012,South East,3.0319
01/09/2012,South West,3.0093
01/09/2012,Wales,2.6883
01/09/2012,West Midlands,2.6610
01/09/2012,Yorkshire & Humber,2.7564
01/10/2012,East Anglia,3.0310
01/10/2012,East Midlands,2.8574
01/10/2012,London,2.9802
01/10/2012,North,2.6295
01/10/2012,North West,2.3990
01/10/2012,Northern Ireland,2.8385
01/10/2012,Scotland,2.7112
01/10/2012,South East,3.0403
01/10/2012,South West,3.0115
01/10/2012,Wales,2.6883
01/10/2012,West Midlands,2.6635
01/10/2012,Yorkshire & Humber,2.7458
01/11/2012,East Anglia,2.9963
01/11/2012,East Midlands,2.8389
01/11/2012,London,3.0302
01/11/2012,North,2.6357
01/11/2012,North West,2.4204
01/11/2012,Northern Ireland,2.8385
01/11/2012,Scotland,2.7237
01/11/2012,South East,3.0578
01/11/2012,South West,3.0262
01/11/2012,Wales,2.6988
01/11/2012,West Midlands,2.7060
01/11/2012,Yorkshire & Humber,2.7598
01/12/2012,East Anglia,2.9984
01/12/2012,East Midlands,2.8253
01/12/2012,London,3.0338
01/12/2012,North,2.6373
01/12/2012,North West,2.4409
01/12/2012,Northern Ireland,2.8462
01/12/2012,Scotland,2.7280
01/12/2012,South East,3.0787
01/12/2012,South West,3.0318
01/12/2012,Wales,2.6987
01/12/2012,West Midlands,2.6956
01/12/2012,Yorkshire & Humber,2.7596
01/01/2013,East Anglia,3.0004
01/01/2013,East Midlands,2.8194
01/01/2013,London,3.0391
01/01/2013,North,2.6373
01/01/2013,North West,2.4251
01/01/2013,Northern Ireland,2.8462
01/01/2013,Scotland,2.7310
01/01/2013,South East,3.0873
01/01/2013,South West,3.0170
01/01/2013,Wales,2.7008
01/01/2013,West Midlands,2.6956
01/01/2013,Yorkshire & Humber,2.7628
01/02/2013,East Anglia,2.9879
01/02/2013,East Midlands,2.8803
01/02/2013,London,3.0030
01/02/2013,North,2.6995
01/02/2013,North West,2.4902
01/02/2013,Northern Ireland,2.8462
01/02/2013,Scotland,2.7220
01/02/2013,South East,3.0773
01/02/2013,South West,3.0643
01/02/2013,Wales,2.7139
01/02/2013,West Midlands,2.6723
01/02/2013,Yorkshire & Humber,2.7598
01/03/2013,East Anglia,3.0432
01/03/2013,East Midlands,2.8903
01/03/2013,London,3.0406
01/03/2013,North,2.7043
01/03/2013,North West,2.5359
01/03/2013,Northern Ireland,2.8462
01/03/2013,Scotland,2.7157
01/03/2013,South East,3.0936
01/03/2013,South West,3.0780
01/03/2013,Wales,2.6965
01/03/2013,West Midlands,2.6485
01/03/2013,Yorkshire & Humber,2.7398
01/04/2013,East Anglia,3.0408
01/04/2013,East Midlands,2.8891
01/04/2013,London,3.0684
01/04/2013,North,2.6875
01/04/2013,North West,2.5705
01/04/2013,Northern Ireland,2.8354
01/04/2013,Scotland,2.7316
01/04/2013,South East,3.1094
01/04/2013,South West,3.1271
01/04/2013,Wales,2.7108
01/04/2013,West Midlands,2.7247
01/04/2013,Yorkshire & Humber,2.7689
01/05/2013,East Anglia,3.0443
01/05/2013,East Midlands,2.8975
01/05/2013,London,3.0695
01/05/2013,North,2.6762
01/05/2013,North West,2.5445
01/05/2013,Northern Ireland,2.7967
01/05/2013,Scotland,2.7395
01/05/2013,South East,3.1104
01/05/2013,South West,3.1432
01/05/2013,Wales,2.7304
01/05/2013,West Midlands,2.6668
01/05/2013,Yorkshire & Humber,2.7720
01/06/2013,East Anglia,3.0231
01/06/2013,East Midlands,2.9006
01/06/2013,London,3.0682
01/06/2013,North,2.6245
01/06/2013,North West,2.5509
01/06/2013,Northern Ireland,2.7967
01/06/2013,Scotland,2.7555
01/06/2013,South East,3.1566
01/06/2013,South West,3.1186
01/06/2013,Wales,2.7352
01/06/2013,West Midlands,2.6874
01/06/2013,Yorkshire & Humber,2.7750
01/07/2013,East Anglia,3.0642
01/07/2013,East Midlands,2.9065
01/07/2013,London,3.1121
01/07/2013,North,2.6291
01/07/2013,North West,2.5674
01/07/2013,Northern Ireland,2.7967
01/07/2013,Scotland,2.7521
01/07/2013,South East,3.1454
01/07/2013,South West,3.1316
01/07/2013,Wales,2.7454
01/07/2013,West Midlands,2.6974
01/07/2013,Yorkshire & Humber,2.7589
01/08/2013,East Anglia,3.0245
01/08/2013,East Midlands,2.9017
01/08/2013,London,3.1051
01/08/2013,North,2.6105
01/08/2013,North West,2.5659
01/08/2013,Northern Ireland,2.7967
01/08/2013,Scotland,2.7455
01/08/2013,South East,3.1224
01/08/2013,South West,3.1342
01/08/2013,Wales,2.7543
01/08/2013,West Midlands,2.6730
01/08/2013,Yorkshire & Humber,2.7546
01/09/2013,East Anglia,3.0162
01/09/2013,East Midlands,2.9165
01/09/2013,London,3.1049
01/09/2013,North,2.6057
01/09/2013,North West,2.5768
01/09/2013,Northern Ireland,2.7967
01/09/2013,Scotland,2.7500
01/09/2013,South East,3.1077
01/09/2013,South West,3.1320
01/09/2013,Wales,2.7739
01/09/2013,West Midlands,2.6637
01/09/2013,Yorkshire & Humber,2.7713
01/10/2013,East Anglia,3.0206
01/10/2013,East Midlands,2.9133
01/10/2013,London,3.0967
01/10/2013,North,2.6014
01/10/2013,North West,2.5809
01/10/2013,Northern Ireland,2.7967
01/10/2013,Scotland,2.7732
01/10/2013,South East,3.1113
01/10/2013,South West,3.1118
01/10/2013,Wales,2.7875
01/10/2013,West Midlands,2.6749
01/10/2013,Yorkshire & Humber,2.7620
01/11/2013,East Anglia,3.0029
01/11/2013,East Midlands,2.9069
01/11/2013,London,3.1113
01/11/2013,North,2.6895
01/11/2013,North West,2.5919
01/11/2013,Northern Ireland,2.7967
01/11/2013,Scotland,2.7787
01/11/2013,South East,3.1257
01/11/2013,South West,3.1025
01/11/2013,Wales,2.7946
01/11/2013,West Midlands,2.6679
01/11/2013,Yorkshire & Humber,2.7453
01/12/2013,East Anglia,3.0121
01/12/2013,East Midlands,2.9147
01/12/2013,London,3.1203
01/12/2013,North,2.6919
01/12/2013,North West,2.5587
01/12/2013,Northern Ireland,2.8383
01/12/2013,Scotland,2.7892
01/12/2013,South East,3.1332
01/12/2013,South West,3.1133
01/12/2013,Wales,2.7967
01/12/2013,West Midlands,2.6730
01/12/2013,Yorkshire & Humber,2.7416
01/01/2014,East Anglia,3.0204
01/01/2014,East Midlands,2.8994
01/01/2014,London,3.1173
01/01/2014,North,2.6757
01/01/2014,North West,2.5300
01/01/2014,Northern Ireland,2.8133
01/01/2014,Scotland,2.7917
01/01/2014,South East,3.1521
01/01/2014,South West,3.1014
01/01/2014,Wales,2.7922
01/01/2014,West Midlands,2.6828
01/01/2014,Yorkshire & Humber,2.7485
01/02/2014,East Anglia,2.9851
01/02/2014,East Midlands,2.8196
01/02/2014,London,3.1337
01/02/2014,North,2.6650
01/02/2014,North West,2.5318
01/02/2014,Northern Ireland,2.9867
01/02/2014,Scotland,2.8183
01/02/2014,South East,3.1933
01/02/2014,South West,3.1027
01/02/2014,Wales,2.7889
01/02/2014,West Midlands,2.6869
01/02/2014,Yorkshire & Humber,2.7425
01/03/2014,East Anglia,3.0169
01/03/2014,East Midlands,2.7887
01/03/2014,London,3.1471
01/03/2014,North,2.6681
01/03/2014,North West,2.4970
01/03/2014,Northern Ireland,3.0000
01/03/2014,Scotland,2.7840
01/03/2014,South East,3.2133
01/03/2014,South West,3.1243
01/03/2014,Wales,2.8059
01/03/2014,West Midlands,2.6500
01/03/2014,Yorkshire & Humber,2.7188
01/04/2014,East Anglia,2.9914
01/04/2014,East Midlands,2.8463
01/04/2014,London,3.1600
01/04/2014,North,2.5547
01/04/2014,North West,2.5138
01/04/2014,Northern Ireland,3.0278
01/04/2014,Scotland,2.7990
01/04/2014,South East,3.2089
01/04/2014,South West,3.1174
01/04/2014,Wales,2.8076
01/04/2014,West Midlands,2.6312
01/04/2014,Yorkshire & Humber,2.7612
01/05/2014,East Anglia,3.0116
01/05/2014,East Midlands,2.8404
01/05/2014,London,3.1561
01/05/2014,North,2.5541
01/05/2014,North West,2.5391
01/05/2014,Northern Ireland,3.0611
01/05/2014,Scotland,2.8386
01/05/2014,South East,3.2136
01/05/2014,South West,3.1252
01/05/2014,Wales,2.8112
01/05/2014,West Midlands,2.6419
01/05/2014,Yorkshire & Humber,2.7494
01/06/2014,East Anglia,3.0211
01/06/2014,East Midlands,2.8661
01/06/2014,London,3.1608
01/06/2014,North,2.5482
01/06/2014,North West,2.5579
01/06/2014,Northern Ireland,3.0389
01/06/2014,Scotland,2.8707
01/06/2014,South East,3.2321
01/06/2014,South West,3.1197
01/06/2014,Wales,2.8318
01/06/2014,West Midlands,2.6497
01/06/2014,Yorkshire & Humber,2.7538
01/07/2014,East Anglia,3.0221
01/07/2014,East Midlands,2.7963
01/07/2014,London,3.1121
01/07/2014,North,2.6119
01/07/2014,North West,2.5550
01/07/2014,Northern Ireland,3.0444
01/07/2014,Scotland,2.8910
01/07/2014,South East,3.2467
01/07/2014,South West,3.1422
01/07/2014,Wales,2.8318
01/07/2014,West Midlands,2.6606
01/07/2014,Yorkshire & Humber,2.7706
01/08/2014,East Anglia,3.0372
01/08/2014,East Midlands,2.8626
01/08/2014,London,3.1206
01/08/2014,North,2.6119
01/08/2014,North West,2.5382
01/08/2014,Northern Ireland,3.0444
01/08/2014,Scotland,2.8922
01/08/2014,South East,3.2334
01/08/2014,South West,3.1456
01/08/2014,Wales,2.8444
01/08/2014,West Midlands,2.6591
01/08/2014,Yorkshire & Humber,2.7783
01/09/2014,East Anglia,3.0359
01/09/2014,East Midlands,2.8504
01/09/2014,London,3.1700
01/09/2014,North,2.5465
01/09/2014,North West,2.5493
01/09/2014,Northern Ireland,3.0444
01/09/2014,Scotland,2.8922
01/09/2014,South East,3.2320
01/09/2014,South West,3.1469
01/09/2014,Wales,2.8347
01/09/2014,West Midlands,2.6661
01/09/2014,Yorkshire & Humber,2.7634
01/10/2014,East Anglia,3.0359
01/10/2014,East Midlands,2.8656
01/10/2014,London,3.1900
01/10/2014,North,2.5275
01/10/2014,North West,2.5828
01/10/2014,Northern Ireland,3.0100
01/10/2014,Scotland,2.8909
01/10/2014,South East,3.2581
01/10/2014,South West,3.1581
01/10/2014,Wales,2.8500
01/10/2014,West Midlands,2.6997
01/10/2014,Yorkshire & Humber,2.7727
01/11/2014,East Anglia,3.0473
01/11/2014,East Midlands,2.8671
01/11/2014,London,3.1727
01/11/2014,North,2.5324
01/11/2014,North West,2.5689
01/11/2014,Northern Ireland,3.0211
01/11/2014,Scotland,2.8758
01/11/2014,South East,3.2786
01/11/2014,South West,3.1622
01/11/2014,Wales,2.8506
01/11/2014,West Midlands,2.7006
01/11/2014,Yorkshire & Humber,2.7886
01/12/2014,East Anglia,3.0446
01/12/2014,East Midlands,2.8925
01/12/2014,London,3.1721
01/12/2014,North,2.5583
01/12/2014,North West,2.5557
01/12/2014,Northern Ireland,3.0322
01/12/2014,Scotland,2.9191
01/12/2014,South East,3.2696
01/12/2014,South West,3.1686
01/12/2014,Wales,2.7388
01/12/2014,West Midlands,2.6953
01/12/2014,Yorkshire & Humber,2.8312
01/01/2015,East Anglia,3.0518
01/01/2015,East Midlands,2.8515
01/01/2015,London,3.1661
01/01/2015,North,2.6000
01/01/2015,North West,2.5502
01/01/2015,Northern Ireland,2.9613
01/01/2015,Scotland,2.9273
01/01/2015,South East,3.2738
01/01/2015,South West,3.1536
01/01/2015,Wales,2.7069
01/01/2015,West Midlands,2.6788
01/01/2015,Yorkshire & Humber,2.8224
01/02/2015,East Anglia,3.0831
01/02/2015,East Midlands,2.8870
01/02/2015,London,3.2348
01/02/2015,North,2.5775
01/02/2015,North West,2.5612
01/02/2015,Northern Ireland,2.9425
01/02/2015,Scotland,2.9094
01/02/2015,South East,3.2858
01/02/2015,South West,3.1552
01/02/2015,Wales,2.8371
01/02/2015,West Midlands,2.6800
01/02/2015,Yorkshire & Humber,2.7929
01/03/2015,East Anglia,3.1094
01/03/2015,East Midlands,2.8630
01/03/2015,London,3.2338
01/03/2015,North,2.5906
01/03/2015,North West,2.5327
01/03/2015,Northern Ireland,2.9488
01/03/2015,Scotland,2.9050
01/03/2015,South East,3.2896
01/03/2015,South West,3.1621
01/03/2015,Wales,2.8429
01/03/2015,West Midlands,2.7067
01/03/2015,Yorkshire & Humber,2.8116
01/04/2015,East Anglia,3.1030
01/04/2015,East Midlands,2.8429
01/04/2015,London,3.2279
01/04/2015,North,2.5483
01/04/2015,North West,2.5138
01/04/2015,Northern Ireland,2.9675
01/04/2015,Scotland,2.8352
01/04/2015,South East,3.2587
01/04/2015,South West,3.1809
01/04/2015,Wales,2.8194
01/04/2015,West Midlands,2.7103
01/04/2015,Yorkshire & Humber,2.8065
01/05/2015,East Anglia,3.0851
01/05/2015,East Midlands,2.8448
01/05/2015,London,3.2560
01/05/2015,North,2.4953
01/05/2015,North West,2.5207
01/05/2015,Northern Ireland,3.0489
01/05/2015,Scotland,2.8432
01/05/2015,South East,3.2953
01/05/2015,South West,3.1803
01/05/2015,Wales,2.8672
01/05/2015,West Midlands,2.7261
01/05/2015,Yorkshire & Humber,2.8297
01/06/2015,East Anglia,3.0922
01/06/2015,East Midlands,2.8607
01/06/2015,London,3.2783
01/06/2015,North,2.5478
01/06/2015,North West,2.5258
01/06/2015,Northern Ireland,3.0711
01/06/2015,Scotland,2.8500
01/06/2015,South East,3.3041
01/06/2015,South West,3.2053
01/06/2015,Wales,2.8859
01/06/2015,West Midlands,2.7416
01/06/2015,Yorkshire & Humber,2.8318
01/07/2015,East Anglia,3.0922
01/07/2015,East Midlands,2.8468
01/07/2015,London,3.2747
01/07/2015,North,2.5506
01/07/2015,North West,2.5316
01/07/2015,Northern Ireland,3.0550
01/07/2015,Scotland,2.8628
01/07/2015,South East,3.3025
01/07/2015,South West,3.2021
01/07/2015,Wales,2.8844
01/07/2015,West Midlands,2.7732
01/07/2015,Yorkshire & Humber,2.8354
01/08/2015,East Anglia,3.0773
01/08/2015,East Midlands,2.8421
01/08/2015,London,3.2598
01/08/2015,North,2.5533
01/08/2015,North West,2.5354
01/08/2015,Northern Ireland,3.0822
01/08/2015,Scotland,2.8625
01/08/2015,South East,3.3228
01/08/2015,South West,3.1932
01/08/2015,Wales,2.8541
01/08/2015,West Midlands,2.7291
01/08/2015,Yorkshire & Humber,2.8539
01/09/2015,East Anglia,3.0892
01/09/2015,East Midlands,2.8559
01/09/2015,London,3.2846
01/09/2015,North,2.5561
01/09/2015,North West,2.5466
01/09/2015,Northern Ireland,3.0822
01/09/2015,Scotland,2.8594
01/09/2015,South East,3.2998
01/09/2015,South West,3.2150
01/09/2015,Wales,2.8541
01/09/2015,West Midlands,2.7115
01/09/2015,Yorkshire & Humber,2.8754
01/10/2015,East Anglia,3.0903
01/10/2015,East Midlands,2.8146
01/10/2015,London,3.2742
01/10/2015,North,2.5561
01/10/2015,North West,2.5429
01/10/2015,Northern Ireland,3.1700
01/10/2015,Scotland,2.8258
01/10/2015,South East,3.3271
01/10/2015,South West,3.2239
01/10/2015,Wales,2.8206
01/10/2015,West Midlands,2.7548
01/10/2015,Yorkshire & Humber,2.8368
01/11/2015,East Anglia,3.1072
01/11/2015,East Midlands,2.8307
01/11/2015,London,3.3148
01/11/2015,North,2.5561
01/11/2015,North West,2.5587
01/11/2015,Northern Ireland,3.1700
01/11/2015,Scotland,2.8682
01/11/2015,South East,3.2970
01/11/2015,South West,3.2239
01/11/2015,Wales,2.8206
01/11/2015,West Midlands,2.7500
01/11/2015,Yorkshire & Humber,2.8048
01/12/2015,East Anglia,3.0865
01/12/2015,East Midlands,2.8700
01/12/2015,London,3.3133
01/12/2015,North,2.5661
01/12/2015,North West,2.5887
01/12/2015,Northern Ireland,3.1878
01/12/2015,Scotland,2.8709
01/12/2015,South East,3.3033
01/12/2015,South West,3.2583
01/12/2015,Wales,2.8328
01/12/2015,West Midlands,2.7697
01/12/2015,Yorkshire & Humber,2.8320
01/01/2016,East Anglia,3.1008
01/01/2016,East Midlands,2.8439
01/01/2016,London,3.2956
01/01/2016,North,2.5193
01/01/2016,North West,2.5524
01/01/2016,Northern Ireland,3.1878
01/01/2016,Scotland,2.8484
01/01/2016,South East,3.3523
01/01/2016,South West,3.2523
01/01/2016,Wales,2.8406
01/01/2016,West Midlands,2.7384
01/01/2016,Yorkshire & Humber,2.8377
01/02/2016,East Anglia,3.0731
01/02/2016,East Midlands,2.8919
01/02/2016,London,3.3574
01/02/2016,North,2.4093
01/02/2016,North West,2.6205
01/02/2016,Northern Ireland,3.2390
01/02/2016,Scotland,2.9220
01/02/2016,South East,3.2943
01/02/2016,South West,3.2368
01/02/2016,Wales,3.1193
01/02/2016,West Midlands,2.6906
01/02/2016,Yorkshire & Humber,2.8067
01/03/2016,East Anglia,3.0709
01/03/2016,East Midlands,2.8896
01/03/2016,London,3.3331
01/03/2016,North,2.5553
01/03/2016,North West,2.6532
01/03/2016,Northern Ireland,3.2664
01/03/2016,Scotland,2.9181
01/03/2016,South East,3.2782
01/03/2016,South West,3.2713
01/03/2016,Wales,3.1724
01/03/2016,West Midlands,2.6913
01/03/2016,Yorkshire & Humber,2.7834
01/04/2016,East Anglia,3.0869
01/04/2016,East Midlands,2.9329
01/04/2016,London,3.3294
01/04/2016,North,2.4793
01/04/2016,North West,2.6502
01/04/2016,Northern Ireland,3.2755
01/04/2016,Scotland,2.9216
01/04/2016,South East,3.3148
01/04/2016,South West,3.3161
01/04/2016,Wales,3.1800
01/04/2016,West Midlands,2.7231
01/04/2016,Yorkshire & Humber,2.8127
01/05/2016,East Anglia,3.1376
01/05/2016,East Midlands,2.9329
01/05/2016,London,3.4090
01/05/2016,North,2.5141
01/05/2016,North West,2.6258
01/05/2016,Northern Ireland,3.2755
01/05/2016,Scotland,2.9241
01/05/2016,South East,3.2824
01/05/2016,South West,3.3097
01/05/2016,Wales,3.0335
01/05/2016,West Midlands,2.7118
01/05/2016,Yorkshire & Humber,2.8218
01/06/2016,East Anglia,3.1354
01/06/2016,East Midlands,2.9230
01/06/2016,London,3.3788
01/06/2016,North,2.5027
01/06/2016,North West,2.6710
01/06/2016,Northern Ireland,3.2755
01/06/2016,Scotland,2.9229
01/06/2016,South East,3.2796
01/06/2016,South West,3.3161
01/06/2016,Wales,3.0519
01/06/2016,West Midlands,2.7173
01/06/2016,Yorkshire & Humber,2.8168
01/07/2016,East Anglia,3.1354
01/07/2016,East Midlands,2.9293
01/07/2016,London,3.3724
01/07/2016,North,2.6588
01/07/2016,North West,2.6720
01/07/2016,Northern Ireland,3.2230
01/07/2016,Scotland,2.9229
01/07/2016,South East,3.3263
01/07/2016,South West,3.3141
01/07/2016,Wales,3.0753
01/07/2016,West Midlands,2.7034
01/07/2016,Yorkshire & Humber,2.8463
01/08/2016,East Anglia,3.1511
01/08/2016,East Midlands,2.8931
01/08/2016,London,3.3661
01/08/2016,North,2.5427
01/08/2016,North West,2.6680
01/08/2016,Northern Ireland,3.2430
01/08/2016,Scotland,3.0155
01/08/2016,South East,3.3079
01/08/2016,South West,3.2921
01/08/2016,Wales,3.0711
01/08/2016,West Midlands,2.6913
01/08/2016,Yorkshire & Humber,2.8130
01/09/2016,East Anglia,3.1719
01/09/2016,East Midlands,2.9111
01/09/2016,London,3.3647
01/09/2016,North,2.5644
01/09/2016,North West,2.6442
01/09/2016,Northern Ireland,3.2936
01/09/2016,Scotland,3.0106
01/09/2016,South East,3.3329
01/09/2016,South West,3.3226
01/09/2016,Wales,3.0711
01/09/2016,West Midlands,2.6677
01/09/2016,Yorkshire & Humber,2.8568
01/10/2016,East Anglia,3.1711
01/10/2016,East Midlands,2.9111
01/10/2016,London,3.3908
01/10/2016,North,2.5739
01/10/2016,North West,2.6672
01/10/2016,Northern Ireland,3.3482
01/10/2016,Scotland,3.0144
01/10/2016,South East,3.3040
01/10/2016,South West,3.3159
01/10/2016,Wales,3.1018
01/10/2016,West Midlands,2.7303
01/10/2016,Yorkshire & Humber,2.8603
01/11/2016,East Anglia,3.1583
01/11/2016,East Midlands,2.9522
01/11/2016,London,3.4047
01/11/2016,North,2.5818
01/11/2016,North West,2.6881
01/11/2016,Northern Ireland,3.3482
01/11/2016,Scotland,3.0035
01/11/2016,South East,3.2915
01/11/2016,South West,3.3232
01/11/2016,Wales,3.0761
01/11/2016,West Midlands,2.7013
01/11/2016,Yorkshire & Humber,2.8300
01/12/2016,East Anglia,3.1497
01/12/2016,East Midlands,2.8930
01/12/2016,London,3.3714
01/12/2016,North,2.5744
01/12/2016,North West,2.6407
01/12/2016,Northern Ireland,3.3573
01/12/2016,Scotland,3.0019
01/12/2016,South East,3.2767
01/12/2016,South West,3.3211
